year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,Toyota,Venza,Base,Wagon,automatic,4t3ba3bb4au012803,wa,2.6,53303,gray,gray,"quality auto center",15200,16500,Wed Feb 25 2015 05:40:00 GMT-0800 (PST)
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d84dga94553,mn,3.5,50125,black,gray,"select lane",23100,22900,Thu May 21 2015 03:30:00 GMT-0700 (PDT)
2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58k579414164,pa,1.9,77651,blue,gray,"fiserv/sierra auto finance",5500,3600,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2008,Toyota,Camry Solara,SLE V6,Convertible,automatic,4t1fa38p28u151190,ga,3.7,114804,blue,tan,"ride rite automobiles llc",7450,8400,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2008,Chevrolet,Malibu,LT,Sedan,automatic,1g1zh57b68f241907,oh,1.9,131796,silver,gray,"aex credit services",5450,4300,Thu Feb 26 2015 01:00:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Sport,sedan,automatic,jm1bl1u74d1722908,ne,3.4,55511,black,black,"the hertz corporation",9325,8400,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb4e7124298,ca,3,35771,blue,black,"avis corporation",13700,13400,Tue May 26 2015 05:45:00 GMT-0700 (PDT)
2004,Saturn,ION,3,Sedan,automatic,1g8al52f44z107607,mn,2.8,193522,black,tan,"consolidated asset recovery systems, inc.",1250,1050,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn479975,ca,3.8,35604,red,gray,"nissan-infiniti lt",11900,12000,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2014,Ford,Edge,SEL,SUV,automatic,2fmdk4jc1eba72208,il,4.9,20978,silver,black,"avis budget group",22600,22800,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2009,Volkswagen,Routan,S,Minivan,automatic,2v8hw34179r595233,tx,2.8,59165,silver,gray,"texas direct auto",9300,7600,Wed May 20 2015 03:20:00 GMT-0700 (PDT)
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1up1d1765358,tx,4.3,61163,gray,black,"the hertz corporation",9800,10100,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2009,Lexus,GX 470,Base,SUV,automatic,jtjbt20x990175348,tn,4,66387,black,gray,"wholesale inc # 2",23700,25000,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 BlueTEC,SUV,automatic,4jgda2eb1ca029666,tn,3.6,78106,gray,black,"mercedes-benz financial services",29900,29250,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2003,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b33u331379,fl,3.4,105466,white,gray,"coggin nissan at the avenues",4200,5000,Thu Feb 26 2015 05:00:00 GMT-0800 (PST)
2013,Ford,Explorer,Base,SUV,automatic,1fm5k7b87dgb15621,nj,3.8,81852,—,tan,"lease plan usa",15650,15000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,Double Cab,automatic,1gcrcrec8ez284938,tx,4.8,12775,blue,black,"wheels exchange llc",26000,25000,Wed Jan 14 2015 02:15:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcrkrea9cz339217,ca,3.2,36806,white,black,"rvr",20700,20750,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2009,Ford,Focus,SE,Sedan,automatic,1fahp35n29w150325,tn,3.7,71263,—,tan,"exeter finance corp",6425,6800,Tue Mar 10 2015 03:30:00 GMT-0700 (PDT)
1997,Pontiac,Grand Prix,GT,Sedan,automatic,1g2wp52k2vf224185,tx,1.9,199554,purple,gray,"automotive remarketing inc",750,250,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1115sl1e9281723,fl,4,21844,gray,gray,"gm remarketing",18850,19000,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2007,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdzk23cx7s089442,ga,2.5,100523,beige,beige,"nalley toyota of roswell",6975,6600,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2011,BMW,5 Series,550i,Sedan,automatic,wbafr9c50bc758527,wa,2.4,27085,black,black,"financial services remarketing (lease)",34300,31250,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2007,Ford,F-350 Super Duty,Lariat,Crew Cab,,1ftww31p07ea43112,fl,1.9,169175,white,tan,"remarketing by ge/west financial acceptance",14150,10700,Wed Feb 25 2015 01:00:00 GMT-0800 (PST)
2011,Toyota,Matrix,Base,Hatchback,automatic,2t1ku4ee2bc640440,fl,3,145436,white,gray,"ricks auto marketing center south",6825,6000,Wed Mar 04 2015 01:10:00 GMT-0800 (PST)
2007,Kia,Sorento,LX,SUV,automatic,kndjd736575751092,va,1.9,95103,black,tan,"gm financial",5425,4600,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,Regular Cab,automatic,1ftnf1cf0ekd17783,mi,5,9713,white,gray,"u-haul",18850,18200,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,300,C Luxury Series,sedan,automatic,2c3ccasg0dh567593,in,3.9,18970,blue,tan,"chrysler capital",23900,22600,Thu Jun 11 2015 03:10:00 GMT-0700 (PDT)
2005,Honda,Odyssey,Touring,minivan,automatic,5fnrl38805b011731,mi,2.9,226291,blue,black,"lafontaine toyota kia suzuki scion",2650,1400,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2011,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bb2ba372614,ca,3.4,112293,black,black,"caseys cars inc",29300,27250,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2005,Ford,F-250 Super Duty,XLT,SuperCab,automatic,1ftsx21p95eb75952,oh,1.9,92618,gray,gray,"wells fargo dealer services",12500,8300,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s34e9207340,mi,4,13712,white,gray,"gm remarketing",19500,19500,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2006,Honda,Pilot,LX,SUV,automatic,5fnyf28106b027204,az,2.1,161937,burgundy,brown,"remarketing by ge/flagship credit acceptance",5025,4900,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2010,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5ac810966,tx,1.9,88434,black,black,"tdaf remarketing",10100,11500,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2011,Chrysler,Town and Country,Limited,Minivan,automatic,2a4rr6dg9br761071,tx,3.3,33164,black,black,"music city autoplex llc",20000,21500,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
2013,Subaru,XV Crosstrek,Limited,SUV,automatic,jf2gpakc4d2889680,wa,4.8,27418,white,beige,"wells fargo dealer services",21500,22000,Wed Feb 11 2015 05:00:00 GMT-0800 (PST)
2002,Mercedes-Benz,E-Class,E320 4MATIC,Wagon,automatic,wdbjh82j02x062010,nj,2.8,152178,black,gray,"gateway one lending & finance",2625,1900,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf0a1148491,pr,3.6,149457,blue,black,"oriental bank",4775,5100,Thu Feb 26 2015 03:30:00 GMT-0800 (PST)
2004,Ford,F-150 Heritage,XL,Regular Cab,,2ftrf17254ca72099,ca,2.8,158532,yellow,—,"wheels exchange llc",2775,1400,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1cr125923,mo,4.4,64524,gray,black,"shottenkirk west burlington inc",13000,13600,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2004,,,,,automatic,saltw19414a860604,ga,4.4,110846,silver,black,"five star toyota of milledgeville",2450,6400,Fri May 29 2015 04:00:00 GMT-0700 (PDT)
2001,Mercury,Sable,LS,Sedan,automatic,1mefm53u81a627615,tx,2.3,137670,beige,gray,"automotive remarketing inc",825,700,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2003,Toyota,Celica,GT,Hatchback,manual,jtddr32t130147531,fl,1.9,124932,blue,black,"branford motor 1",3525,2700,Fri Mar 06 2015 03:30:00 GMT-0800 (PST)
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu9j98dub76694,md,4.4,22068,silver,black,"ford motor credit company,llc",23600,23100,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Explorer,Base,suv,automatic,1fm5k7b80dgc68941,ga,3.5,17366,black,gray,"ford motor credit company,llc pd",21700,19000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap7cn567886,pa,4.3,25986,white,black,"nissan-infiniti lt",13250,13000,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2011,Hyundai,Santa Fe,GLS,suv,,5xyzg4ag6bg017856,on,4.2,95414,black,gray,"financialinx",10600,11800,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2011,Jeep,Wrangler,Unlimited Rubicon,SUV,,1j4ha6h1xbl612976,tn,4.4,49572,—,brown,"ford-lincoln dealer program",26100,27600,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee5c9180407,fl,4.1,20994,gray,gray,"world omni financial corporation",11700,12050,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,SRT,SUV,,1c4rjfdj5ec380940,pa,5,8064,black,black,"r hollenshead auto sales inc",56200,58000,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2007,Chrysler,Town and Country,Touring,Minivan,automatic,2a4gp54l67r304195,mi,4.7,58899,silver,gray,"kevins marysville auto sales inc",6050,8300,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2014,Kia,Rio,LX,sedan,automatic,knadm4a33e6349497,fl,3.2,34238,black,gray,"gte fcu",9825,8600,Thu Jun 11 2015 02:35:00 GMT-0700 (PDT)
2012,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ug0c1555042,tn,3.4,27890,white,black,"jpmorgan chase bank,n.a.",10350,9500,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu4bf4dk155257,ca,3.5,36152,beige,black,"avis rac/san leandro",26900,28600,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2014,Ford,Flex,Limited,Wagon,automatic,2fmhk6d82ebd05386,mn,4.5,14261,black,black,"ford motor credit company,llc",28600,31900,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2000,Mitsubishi,Montero Sport,LS,SUV,automatic,ja4mt31h7yp801536,nc,1.9,253595,beige,tan,"dt inventory",500,600,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a51d7590661,tx,4.9,34835,red,black,"kia motors finance",9950,10700,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,,1n4al3ap5dn530049,ca,3.7,21096,black,gray,"nissan motor acceptance corporation",14400,14000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2004,Mercury,Grand Marquis,LS Ultimate,Sedan,automatic,2mefm75w44x629187,az,1.9,92457,silver,gray,"wells fargo dealer services",3150,3000,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2011,Honda,Accord,LX,Sedan,automatic,1hgcp2f35ba040207,az,2.9,69671,gray,gray,"repo remarketing/vantage west credit union",10100,10400,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2012,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj3cm363825,tn,3.8,49997,white,black,"bob frensley chrysler plymouth inc",9150,10500,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2008,,,,,automatic,1fdnf20538ec76386,ca,2.5,193951,white,gray,"lease plan usa",2100,5100,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2011,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe3bm954194,fl,2.8,43897,black,black,"nissan infiniti lt",23600,21400,Thu Feb 19 2015 01:15:00 GMT-0800 (PST)
2008,Ford,F-150,XL,Regular Cab,,1ftrf12w98kc37325,tn,2.8,143154,white,gray,"ge fleet services for itself/servicer",4075,5400,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2008,Chevrolet,Tahoe,LT,SUV,automatic,1gnfc13j28j103851,nc,3,82331,blue,gray,"meridian remarketing",16150,16500,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,suv,automatic,5xyktca6xfg556632,oh,4.6,6336,gray,black,"kia motors america, inc",20900,21700,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f28cl246828,ny,4.5,45790,red,black,"ford motor credit company,llc",9300,9000,Wed Mar 04 2015 01:20:00 GMT-0800 (PST)
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,5tfdv58188x077635,ca,3.6,133945,white,gray,"south coast toyota",18450,19250,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du9d5637471,wa,4,40100,black,gray,"avis corporation",14950,15500,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk1cu529388,fl,4.1,16666,white,beige,"world omni financial corporation",14250,14700,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Ram,1500,SLT,quad cab,automatic,1c6rr6gt1ds633642,la,4.1,23278,silver,gray,"jpmorgan chase bank,n.a.",24300,24200,Wed Jun 17 2015 04:00:00 GMT-0700 (PDT)
2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sa3df221652,fl,3.4,53553,silver,black,"fox rent a car",12350,12500,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,sedan,automatic,1fadp3f25el122291,oh,3.7,28901,white,black,"ford motor credit company,llc",10850,11100,Tue Jun 09 2015 02:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn409722,oh,4.8,29585,silver,black,"nissan-infiniti lt",12200,12000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
1998,Chevrolet,Cavalier,Base,Coupe,manual,3g1jc1243ws835862,tx,,114713,purple,gray,"perception motorsport inc",675,450,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f42cc010070,nc,3.5,31863,white,beige,"tim marburger honda",17000,16900,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2011,Lexus,HS 250h,Base,Sedan,automatic,jthbb1ba4b2046032,oh,4.1,46849,blue,black,"lexus financial services",16800,16200,Mon Jun 01 2015 09:00:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar0dm755861,il,4.3,16694,black,black,"nissan infiniti lt",23400,22100,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg6cr341538,fl,3.3,65483,silver,gray,"dtg operations inc",10600,10200,Wed Jun 03 2015 02:40:00 GMT-0700 (PDT)
2010,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap4al368299,la,3.7,45460,silver,black,"jpmorgan chase bank,n.a.",6050,6700,Wed Jan 28 2015 03:00:00 GMT-0800 (PST)
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d89dgc10734,ca,3.7,65567,blue,black,"the hertz corporation",21000,20100,Thu Jan 22 2015 04:30:00 GMT-0800 (PST)
2012,Honda,Civic,Hybrid,Sedan,automatic,jhmfb4f30cs010158,nj,3.6,56908,white,gray,"manheim new jersey",12150,8300,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2007,Chrysler,300,Base,Sedan,automatic,2c3ka43r47h779985,fl,2.3,60039,blue,gray,"napletons north palm auto park inc",7300,5800,Wed May 27 2015 02:25:00 GMT-0700 (PDT)
2010,Toyota,Venza,Base,Wagon,automatic,4t3zk3bb5au031856,fl,4.1,36345,gold,beige,"toyota of orlando",17100,16700,Wed Jan 21 2015 01:35:00 GMT-0800 (PST)
2011,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c51bwm00625,ca,4.4,34073,yellow,black,"l m auto wholesale",15600,17250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Ram,3500,Laramie Longhorn Edition,Crew Cab,,3d73m4cl6bg566750,pa,4.6,31211,gray,gray,"adcock brothers inc",27900,28100,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
2012,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8ch093420,oh,3.4,23899,black,gray,"hyundai motor finance",10900,10200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2008,Lexus,RX 400h,Base,SUV,automatic,jtjgw31u982009468,ca,2.8,95330,gray,tan,"audi escondido",14300,14000,Tue Dec 30 2014 16:00:00 GMT-0800 (PST)
2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv5cw199437,nj,2.8,32975,—,gray,"toyota financial services",15950,14600,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2008,Hyundai,Accent,GS,Hatchback,automatic,kmhcm36c78u073046,nv,1.9,74146,yellow,black,"dt credit corporation",3075,4300,Fri May 29 2015 05:00:00 GMT-0700 (PDT)
2009,GMC,Savana Cargo,1500,Van,automatic,1gtfg15x491162027,mi,5,91763,white,gray,"kevins marysville auto sales inc",7325,9700,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,SUV,automatic,2t2bk1ba6cc144723,wi,1.9,39236,—,black,"lexus financial services",27300,26100,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,SE,Sedan,automatic,5npec4ab9ch433621,nj,3.9,29270,black,black,"hyundai motor finance",13150,13200,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2013,Nissan,Leaf,SV,Hatchback,automatic,1n4az0cp2dc404768,ca,2.6,26336,white,black,"nissan-infiniti lt",9350,8500,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2012,Infiniti,M,M37,sedan,automatic,jn1by1ap3cm334770,fl,3.1,60150,black,black,"nissan infiniti lt",21300,20600,Wed Jun 17 2015 02:40:00 GMT-0700 (PDT)
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,yv140mfb8f2314231,tn,4.1,13793,black,black,"volvo na rep/world omni",24200,24000,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2012,GMC,Acadia,Denali,SUV,automatic,1gkkvted4cj202477,tn,4.3,45494,white,black,"wholesale inc # 2",28300,29750,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2011,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2b61beb73400,tx,,179153,brown,brown,"trinity auto sales",15000,14800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Chevrolet,Equinox,LT,SUV,automatic,2cndl63f076247141,tx,3.3,120080,silver,gray,"tdaf remarketing",4500,5400,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2008,Ford,F-150,King Ranch,SuperCrew,automatic,1ftpw14v28kc02203,pa,4.2,96757,white,brown,"grace motors",16600,16500,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2012,Chrysler,300,SRT8,Sedan,,2c3ccafj4ch802176,pa,1.9,24077,white,red,"curry toyota scion",32400,29200,Fri Feb 27 2015 01:15:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy8f0435772,va,4.5,23087,gray,black,"don beyer motors inc",19750,20000,Thu Mar 05 2015 01:35:00 GMT-0800 (PST)
2013,Ford,Edge,SE,SUV,automatic,2fmdk4gc7dba85194,md,4.4,19739,blue,gray,"ford motor credit company,llc",19000,17900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,Supercharged,SUV,,salwr2ef3ea332341,pa,4,33334,silver,brown,"carriage traders",68000,67500,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2006,Honda,Civic,EX,Sedan,automatic,2hgfa16886h501623,ma,2.2,185583,blue,gray,"boch new to you superstore",3650,3300,Thu May 21 2015 11:30:00 GMT-0700 (PDT)
2013,Ram,1500,SLT,Quad Cab,automatic,1c6rr7gp3ds659510,pa,3,29565,gray,gray,"exceptional motorcars ltd",21300,21200,Wed Jan 07 2015 09:00:00 GMT-0800 (PST)
2010,Jeep,Compass,Limited,suv,automatic,1j4nt5fb3ad537985,ga,3,95126,white,black,"associated credit union",8175,8000,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2010,Toyota,Camry,SE,Sedan,automatic,4t1bf3ekxau504094,md,2.5,87639,gray,black,"darcars ford",9250,8300,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2005,Toyota,Matrix,Base,Wagon,automatic,2t1kr32e35c490536,oh,2.1,256115,silver,gray,"ge fleet services for itself/servicer",1850,2300,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp3f82ca015462,nc,3.9,36569,black,black,"t & k enterprises of mt airy inc",15750,16900,Tue Feb 03 2015 02:00:00 GMT-0800 (PST)
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb5bn537732,fl,2.9,73228,silver,brown,"enterprise vehicle exchange / rental / tulsa",8300,8100,Fri May 22 2015 02:25:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab8dn626351,in,4.1,54266,gray,black,"the hertz corporation",9325,9500,Thu Jun 04 2015 03:10:00 GMT-0700 (PDT)
2008,Infiniti,QX56,Base,SUV,automatic,5n3aa08d98n908053,fl,2.4,93195,gray,black,"td auto finance",16400,13900,Tue Feb 17 2015 01:00:00 GMT-0800 (PST)
2008,Chevrolet,HHR,SS,wagon,automatic,3gnca63x08s702627,nv,3.4,112176,blue,black,"unique autos",6500,7400,Fri Jun 12 2015 04:55:00 GMT-0700 (PDT)
2009,Ford,Focus,S,Sedan,manual,1fahp34n99w201059,mi,4.4,79434,red,tan,"jpmorgan chase bank,n.a.",4575,6200,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
1996,Honda,Accord,LX,Sedan,automatic,1hgcd5630ta033578,ca,2,302655,black,gray,"san luis bay motors inc",450,400,Thu May 21 2015 06:00:00 GMT-0700 (PDT)
2013,Ford,F-250 Super Duty,XLT,Crew Cab,,1ft7w2bt3deb76453,ga,2.4,33373,white,gray,"wells fargo dealer services",33200,34000,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap4cn516992,fl,2.3,29633,black,gray,"nissan-infiniti lt",12650,10800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk0eu322607,tn,3.6,50424,white,tan,"toyota financial services/avis budget group-open",14550,14700,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2013,BMW,3 Series,ActiveHybrid 3,Sedan,automatic,wba3f9c50df483822,ga,4.1,29788,gray,black,"financial services remarketing (lease)",27000,26800,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl4eda11006,tx,3.7,20294,—,gray,"ars/enterprise",21600,21500,Thu May 21 2015 03:30:00 GMT-0700 (PDT)
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n96s594435,fl,2.6,102049,white,gray,"auto connect",7925,10500,Fri Jan 16 2015 01:30:00 GMT-0800 (PST)
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,,1vwat7a38ec079806,tn,2,10549,blue,—,"enterprise vehicle exchange/franklin",14500,9300,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2013,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gp8ds608045,nc,3.5,21579,gray,gray,"primeritus remarketing/cci",19700,19800,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2004,Toyota,Prius,Base,hatchback,automatic,jtdkb20u540115040,ca,3.1,70711,gold,beige,"bob baker toyota of lemon grove",4575,6250,Wed May 27 2015 05:15:00 GMT-0700 (PDT)
2010,Toyota,RAV4,Sport,SUV,automatic,jtmwf4dv8a5027537,fl,3.6,81450,silver,black,"santander consumer",13000,13200,Thu Mar 05 2015 01:35:00 GMT-0800 (PST)
2011,Mazda,Mazda6,i Grand Touring,Sedan,automatic,1yvhz8ch8b5m03832,nj,2,43724,white,black,"jpmorgan chase bank,n.a.",10350,11600,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8dm755686,fl,2.2,19669,gray,black,"nissan infiniti lt",22100,20800,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,suv,automatic,jn8as5mv4cw367975,ga,4.4,33193,white,black,"nissan marshlling",14400,13500,Mon Jun 08 2015 17:00:00 GMT-0700 (PDT)
2007,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38787b040078,ga,3.1,121081,blue,gray,"wells fargo dealer services",7625,6900,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2010,BMW,6 Series,650i,Coupe,automatic,wbaea5c5xacv93175,mo,4.4,47625,black,tan,"newbold toyota",29300,30700,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2014,Dodge,Journey,SXT,SUV,,3c4pdccg4et270064,on,4.7,14998,black,black,"chrysler canada inc",19700,20300,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2013,Ford,Escape,SE,SUV,automatic,1fmcu9g98dua14510,ca,4.9,77550,silver,gray,"dtg operations inc",13250,13500,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C350 Sport,sedan,,wddgf5hb2dg109515,pa,3.9,22945,black,black,"mercedes-benz financial services",26300,27250,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee0cp065076,ga,2.9,51212,red,gray,"capital one auto finance",9675,10100,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2012,Honda,Civic,LX,sedan,automatic,19xfb2f50ce392296,ca,1.9,34353,gray,gray,"ahfc/honda lease trust/hvt, inc.",10650,5200,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
2011,Lexus,LX 570,Base,SUV,,jtjhy7ax0b4063124,pa,4.9,56821,white,black,"premier auto consulting llc",48700,50500,Fri Dec 19 2014 09:15:00 GMT-0800 (PST)
2007,Mercedes-Benz,M-Class,ML320 CDI,SUV,automatic,4jgbb22e07a229124,fl,2.9,100951,gold,tan,"mercedes benz of tampa",12850,12800,Thu Jan 15 2015 08:20:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0,Sedan,automatic,3n1ab6ap0cl723869,in,3.7,81508,red,black,"santander consumer",7725,8100,Thu Feb 12 2015 02:10:00 GMT-0800 (PST)
